listing_id,link_url,listing_title,business_types,listing_type,property_type,sale_price,rental_price,rental_period,yearly_iptu,monthly_condo_fee,amenities,usable_area,bathrooms,bedrooms,parking_spaces,state,city,suburb,advertiser_name,portal,aquisition_date,sale_price_num,usable_area_num,bedrooms_num,monthly_condo_fee_num,bathrooms_num,parking_spaces_num,yearly_iptu_num,suburb_std,price_per_m2,bedrooms_cat,suburb_key,condo_annual,iptu_annual,carry_annual,acquisition_cost,adr_bairro,adr_med_bairro,n_preco,occ_proxy_bairro,yield_liq_baixo,yield_liq_base,yield_liq_alto
2744689901,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-180m2-venda-RS9998000-id-2744689901/,"Apartamento 4 suítes à venda , 180m² - Meia Praia - Itapema - SC",Venda,apartamento,UNIT,9998000.0,,,,,"[""POOL"", ""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""GARDEN"", ""PLAYGROUND"", ""PARTY_HALL"", ""GAMES_ROOM"", ""DISABLED_ACCESS"", ""SAUNA"", ""SPA"", ""ELECTRONIC_GATE""]",180,5,4,3,SC,Itapema,Meia Praia,Airton Investimentos Imobiliários BC,GRUPOZAP,2025-01-11 00:00:00.000,9998000.0,180,4,,5,3,,meia praia,55544.444444444445,4Q+,meia praia,0.0,0.0,0.0,10397920.0,1347.8270539312782,1146.4649829787236,68.0,0.9091959686079666,1.076370937560767,1.3839054911495579,1.6914400447383486
2760827827,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-175m2-venda-RS1945000-id-2760827827/,"APARTAMENTO PARA VENDA COM TERRAÇO, TEM 175M², 200 MTS DO MAR EM MEIA PRAIA - ITAPEMA - SC",Venda,apartamento,UNIT,1945000.0,,,,,"[""POOL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""GARDEN"", ""SERVICE_AREA"", ""PLAYGROUND"", ""GOURMET_BALCONY"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""SPORTS_COURT"", ""RECREATION_AREA"", ""INTERNET_ACCESS"", ""DINNER_ROOM"", ""DISABLED_ACCESS"", ""INTEGRATED_ENVIRONMENTS"", ""HOT_TUB"", ""ADULT_POOL"", ""ELECTRONIC_GATE"", ""GAMES_ROOM"", ""MASSAGE"", ""SAUNA"", ""LAVABO"", ""PORCELAIN""]",175,4,3,2,SC,Itapema,Andorinha,Airton Investimentos Imobiliários Itapema,GRUPOZAP,2025-01-11 00:00:00.000,1945000.0,175,3,,4,2,,andorinha,11114.285714285714,3Q,andorinha,0.0,0.0,0.0,2022800.0,,,,,,,
1546305474,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-97m2-venda-RS1100000-id-1546305474/,Apartamento de 2 Suítes com Vista para o Mar e Montanhas,Venda,apartamento,UNIT,1100000.0,,,1000.0,292.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""BALCONY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""GARDEN"", ""PLAYGROUND"", ""BARBECUE_BALCONY"", ""PARTY_HALL"", ""RECREATION_AREA"", ""PLATED_GAS"", ""SANCA"", ""SOUNDPROOFING"", ""LARGE_WINDOW"", ""DINNER_ROOM"", ""LARGE_ROOM"", ""DISABLED_ACCESS"", ""ALUMINUM_WINDOW"", ""LAVABO"", ""PORCELAIN"", ""RAMP"", ""NATURAL_VENTILATION"", ""PANORAMIC_VIEW"", ""ENTRANCE_HALL"", ""ELECTRONIC_GATE"", ""SIDE_ENTRANCE"", ""MOUNTAIN_VIEW"", ""SEA_VIEW""]",97,3,2,2,SC,Itapema,Castelo Branco,MARCOS R,GRUPOZAP,2025-01-11 00:00:00.000,1100000.0,97,2,292.0,3,2,1000.0,castelo branco,11340.20618556701,2Q,castelo branco,3504.0,1000.0,4504.0,1144000.0,,,,,,,
2666979700,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-142m2-venda-RS2790000-id-2666979700/,CHATEAU UNIQUE 1402 - TORRE A,Venda,apartamento,UNIT,2790000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""PLAYGROUND"", ""CHILDRENS_POOL"", ""PARTY_HALL"", ""INTERNET_ACCESS"", ""KITCHEN"", ""INTERCOM"", ""ADULT_GAME_ROOM""]",142,4,3,3,SC,Itapema,Meia Praia,Scheeren & Silveira Imobiliaria LTDA,GRUPOZAP,2025-01-11 00:00:00.000,2790000.0,142,3,,4,3,,meia praia,19647.88732394366,3Q,meia praia,0.0,0.0,0.0,2901600.0,729.4952924602663,700.138658909091,332.0,0.9514336358035637,2.0876573389739925,2.6841308643951334,3.2806043898162747
2613764899,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-123m2-venda-RS1450000-id-2613764899/,APARTAMENTO A VENDA EM MEIA PRAIA | 3 SUÍTES,Venda,apartamento,UNIT,1450000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""HEATING"", ""ADULT_GAME_ROOM"", ""SAUNA"", ""NEAR_PUBLIC_TRANSPORT"", ""ESSENTIAL_PUBLIC_SERVICES""]",123,3,3,2,SC,Itapema,Meia Praia,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,1450000.0,123,3,,3,2,,meia praia,11788.61788617886,3Q,meia praia,0.0,0.0,0.0,1508000.0,729.4952924602663,700.138658909091,332.0,0.9514336358035637,4.016940672922372,5.16463800804305,6.312335343163728
2609061132,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-164m2-venda-RS2300000-id-2609061132/,Apartamento no Edifício Monaco Residence em Itapema,Venda,apartamento,UNIT,2300000.0,,,1.0,550.0,"[""DINNER_ROOM"", ""SERVICE_AREA"", ""BARBECUE_GRILL"", ""KITCHEN""]",164,5,4,3,SC,Itapema,Meia Praia,Imobille Negócios Imobiliários,GRUPOZAP,2025-01-11 00:00:00.000,2300000.0,164,4,550.0,5,3,1.0,meia praia,14024.39024390244,4Q+,meia praia,6600.0,1.0,6601.0,2392000.0,1347.8270539312782,1146.4649829787236,68.0,0.9091959686079666,4.4029761283787,5.739815461761627,7.076654795144553
2766851231,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-103m2-venda-RS1399800-id-2766851231/,"Apartamento com VISTA MAR e 3 suítes à venda, 103 m² em Meia Praia - Itapema/SC",Venda,apartamento,UNIT,1399800.0,,,0.0,570.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GOURMET_BALCONY"", ""INTERCOM"", ""SEA_VIEW""]",103,4,3,3,SC,Itapema,Castelo Branco,LANA NEGOCIOS IMOBILIARIOS LTDA,GRUPOZAP,2025-01-11 00:00:00.000,1399800.0,103,3,570.0,4,3,0.0,castelo branco,13590.291262135925,3Q,castelo branco,6840.0,0.0,6840.0,1455792.0,,,,,,,
2761880214,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-80m2-venda-RS1200000-id-2761880214/,Apartamento - 2 dormitórios - 1 Suíte - localizado em Itapema / Meia Praia REF: DW462021,Venda,apartamento,UNIT,1200000.0,,,,,"[""ELEVATOR"", ""INTERCOM"", ""AIR_CONDITIONING"", ""BARBECUE_GRILL"", ""KITCHEN""]",80,2,2,2,SC,Itapema,Meia Praia,SOLLO48 LITORAL,GRUPOZAP,2025-01-11 00:00:00.000,1200000.0,80,2,,2,2,,meia praia,15000.0,2Q,meia praia,0.0,0.0,0.0,1248000.0,552.6271367712641,488.5172413793104,191.0,0.895976519444064,3.676985245965051,4.727552459097923,5.778119672230797
2592489849,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-135m2-venda-RS1530000-id-2592489849/,Apartamento para venda tem 135 metros quadrados com 3 quartos em Meia Praia - Itapema - SC,Venda,apartamento,UNIT,1530000.0,,,1500.0,500.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""PETS_ALLOWED"", ""PLAYGROUND"", ""PARTY_HALL"", ""ADULT_POOL"", ""GAMES_ROOM"", ""ELECTRONIC_GATE""]",135,3,3,1,SC,Itapema,Andorinha,Airton Investimentos Imobiliários Itapema,GRUPOZAP,2025-01-11 00:00:00.000,1530000.0,135,3,500.0,3,1,1500.0,andorinha,11333.333333333334,3Q,andorinha,6000.0,1500.0,7500.0,1591200.0,,,,,,,
2763648539,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-125m2-venda-RS1550000-id-2763648539/,APARTAMENTO NOVO PRONTO PARA MORAR,Venda,apartamento,UNIT,1550000.0,,,,700.0,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GYM"", ""GOURMET_SPACE"", ""SERVICE_AREA"", ""PLAYGROUND"", ""PARTY_HALL"", ""KITCHEN"", ""INTERCOM"", ""LARGE_WINDOW"", ""DINNER_ROOM"", ""DIGITAL_LOCKER""]",125,4,3,2,SC,Itapema,Castelo Branco,REDE MOI,GRUPOZAP,2025-01-11 00:00:00.000,1550000.0,125,3,700.0,4,2,,castelo branco,12400.0,3Q,castelo branco,8400.0,0.0,8400.0,1612000.0,,,,,,,
2702670796,https://www.vivareal.com.br/imovel/sobrado-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS550000-id-2702670796/,"SOBRADO COM 02 SUITES, ACEITA FINANCIAMENTO!!! Morretes",Venda,casa,UNIT,550000.0,,,500.0,0.0,"[""DISABLED_ACCESS"", ""BICYCLES_PLACE"", ""ELECTRONIC_GATE"", ""PETS_ALLOWED"", ""AIR_CONDITIONING""]",70,3,2,2,SC,Itapema,Morretes,Nei Costa,GRUPOZAP,2025-01-11 00:00:00.000,550000.0,70,2,0.0,3,2,500.0,morretes,7857.142857142857,2Q,morretes,0.0,500.0,500.0,572000.0,655.3652266237627,460.3389895651819,60.0,0.9362838044791029,9.42655419681306,12.14483042087753,14.863106644942004
2762331321,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-164m2-venda-RS1400000-id-2762331321/,Diferenciado - 3 dormitórios - 1 Suíte - localizado em Itapema / Meia Praia REF: DW462850,Venda,apartamento,UNIT,1400000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""AIR_CONDITIONING"", ""GOURMET_BALCONY"", ""INTERNET_ACCESS"", ""KITCHEN"", ""INTERCOM"", ""DINNER_ROOM""]",164,3,3,2,SC,Itapema,Meia Praia,SOLLO48 LITORAL,GRUPOZAP,2025-01-11 00:00:00.000,1400000.0,164,3,,3,2,,meia praia,8536.585365853658,3Q,meia praia,0.0,0.0,0.0,1456000.0,729.4952924602663,700.138658909091,332.0,0.9514336358035637,4.160402839812457,5.349089365473159,6.537775891133861
2613245825,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-125m2-venda-RS1340000-id-2613245825/,"Apartamento 3 suítes, Meia Praia, Itapema SC",Venda,apartamento,UNIT,1340000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""GOURMET_SPACE"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""ESSENTIAL_PUBLIC_SERVICES"", ""ADULT_GAME_ROOM"", ""NEAR_PUBLIC_TRANSPORT""]",125,3,3,2,SC,Itapema,Castelo Branco,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,1340000.0,125,3,,3,2,,castelo branco,10720.0,3Q,castelo branco,0.0,0.0,0.0,1393600.0,,,,,,,
2741975571,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-itapema-com-garagem-80m2-venda-RS950000-id-2741975571/,"Apartamento quadra mar, mobiliado . em Centro - Itapema - SC",Venda,apartamento,UNIT,950000.0,,,700.0,461.0,"[""PETS_ALLOWED"", ""AIR_CONDITIONING""]",80,3,2,2,SC,Itapema,Centro,SOFIS NEGÓCIOS IMOBILIÁRIOS,GRUPOZAP,2025-01-11 00:00:00.000,950000.0,80,2,461.0,3,2,700.0,centro,11875.0,2Q,centro,5532.0,700.0,6232.0,988000.0,609.8784287843682,575.9787374485596,67.0,0.9375722934547402,4.495018221678338,5.959528922377643,7.424039623076949
2764635017,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-142m2-venda-RS1800000-id-2764635017/,Apartamento no Edifício Nizuc Residence em Itapema,Venda,apartamento,UNIT,1800000.0,,,0.0,0.0,[],142,4,3,2,SC,Itapema,Meia Praia,Imobille Negócios Imobiliários,GRUPOZAP,2025-01-11 00:00:00.000,1800000.0,142,3,0.0,4,2,0.0,meia praia,12676.05633802817,3Q,meia praia,0.0,0.0,0.0,1872000.0,729.4952924602663,700.138658909091,332.0,0.9514336358035637,3.2358688754096887,4.160402839812457,5.084936804215225
2609060688,https://www.vivareal.com.br/imovel/apartamento-2-quartos-meia-praia-bairros-itapema-com-garagem-105m2-venda-RS973668-id-2609060688/,Apartamento no Edifício Residencial Morada Régia em Itapema,Venda,apartamento,UNIT,973668.0,,,1.0,503.0,"[""FURNISHED"", ""SERVICE_AREA"", ""KITCHEN""]",105,2,2,1,SC,Itapema,Castelo Branco,Imobille Negócios Imobiliários,GRUPOZAP,2025-01-11 00:00:00.000,973668.0,105,2,503.0,2,1,1.0,castelo branco,9273.028571428573,2Q,castelo branco,6036.0,1.0,6037.0,1012614.7200000001,,,,,,,
2727819545,https://www.vivareal.com.br/imovel/casa-3-quartos-tabuleiro-dos-oliveiras-bairros-itapema-com-garagem-135m2-venda-RS895000-id-2727819545/,EXCELENTE OPORTUNIDADE,Venda,casa,UNIT,895000.0,,,,,"[""BALCONY"", ""KITCHEN"", ""FURNISHED"", ""SERVICE_AREA"", ""BARBECUE_GRILL""]",135,2,3,1,SC,Itapema,Tabuleiro dos Oliveiras,Scheeren & Silveira Imobiliaria LTDA,GRUPOZAP,2025-01-11 00:00:00.000,895000.0,135,3,,2,1,,tabuleiro dos oliveiras,6629.62962962963,3Q,tabuleiro dos oliveiras,0.0,0.0,0.0,930800.0,695.7181024452406,700.7785177247057,4.0,0.8841463414634146,6.206563379006948,7.979867201580361,9.753171024153776
2560637347,https://www.vivareal.com.br/imovel/sobrado-2-quartos-morretes-bairros-itapema-com-garagem-70m2-venda-RS480000-id-2560637347/,"Sobrados 02 dorm., com 70M² Privativos, financiável!!! Morretes Itapema",Venda,casa,UNIT,480000.0,,,500.0,0.0,"[""BALCONY"", ""PETS_ALLOWED"", ""SERVICE_AREA"", ""BICYCLES_PLACE"", ""DISABLED_ACCESS"", ""ELECTRONIC_GATE""]",70,2,2,1,SC,Itapema,Morretes,Nei Costa,GRUPOZAP,2025-01-11 00:00:00.000,480000.0,70,2,0.0,2,1,500.0,morretes,6857.142857142857,2Q,morretes,0.0,500.0,500.0,499200.0,655.3652266237627,460.3389895651819,60.0,0.9362838044791029,10.801260017181631,13.915951523922171,17.030643030662713
2754972400,https://www.vivareal.com.br/imovel/apartamento-3-quartos-meia-praia-bairros-itapema-com-garagem-112m2-venda-RS1199000-id-2754972400/,APARTAMENTO PARA VENDA COM 3 DOR SENDO UMA SUITE EM MEIA PRAIA - ITAPEMA - SC,Venda,apartamento,UNIT,1199000.0,,,1500.0,570.0,"[""POOL"", ""FURNISHED"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""GATED_COMMUNITY"", ""GYM"", ""PETS_ALLOWED"", ""GOURMET_SPACE"", ""AIR_CONDITIONING"", ""GARDEN"", ""SERVICE_AREA"", ""PLAYGROUND"", ""PARTY_HALL"", ""RECREATION_AREA"", ""INTERNET_ACCESS"", ""AMERICAN_KITCHEN"", ""ENTRANCE_HALL"", ""ADULT_POOL"", ""GAMES_ROOM"", ""DISABLED_ACCESS"", ""ELECTRONIC_GATE"", ""LAVABO""]",112,2,3,2,SC,Itapema,Meia Praia,Airton Investimentos Imobiliários Itapema,GRUPOZAP,2025-01-11 00:00:00.000,1199000.0,112,3,570.0,2,2,1500.0,meia praia,10705.357142857143,3Q,meia praia,6840.0,1500.0,8340.0,1246960.0,729.4952924602663,700.138658909091,332.0,0.9514336358035637,4.189024936459019,5.576982514378102,6.964940092297188
2593389870,https://www.vivareal.com.br/imovel/apartamento-4-quartos-meia-praia-bairros-itapema-com-garagem-202m2-venda-RS4890000-id-2593389870/,APARTAMENTO A VENDA NA QUADRA MAR DE MEIA PRAIA,Venda,apartamento,UNIT,4890000.0,,,,,"[""POOL"", ""BARBECUE_GRILL"", ""ELEVATOR"", ""BALCONY"", ""GYM"", ""NEAR_ACCESS_ROADS"", ""NEAR_SCHOOL"", ""NEAR_HOSPITAL"", ""NEAR_SHOPPING_CENTER"", ""KITCHEN"", ""HEATING"", ""ESSENTIAL_PUBLIC_SERVICES"", ""ADULT_GAME_ROOM"", ""NEAR_PUBLIC_TRANSPORT"", ""SAUNA""]",202,4,4,3,SC,Itapema,Meia Praia,Eraci Eponina Jaques de Oliveira,GRUPOZAP,2025-01-11 00:00:00.000,4890000.0,202,4,,4,3,,meia praia,24207.920792079207,4Q+,meia praia,0.0,0.0,0.0,5085600.0,1347.8270539312782,1146.4649829787236,68.0,0.9091959686079666,2.2007273279616664,2.829506564522143,3.4582858010826194
